iter	Logloss
0	0.534975138211	0.402690582922	0.308784290733	0.235266286744	0.179252633555	0.1372581496	6	0.1067121407	7	0.08307526198	0.06570947126
9	0.05151561123
1010	0.04127173491111	0.03324986212	12	0.02673573913	13	0.02154631214	14	0.0175811115	015	0.0145942216	016	0.0122313417	017	0.01033961118	18	0.008788801119	19	0.007465044220	20	0.006252975221	21	0.005384552222	22	0.004610536223	23	0.003974584224	0.003529762445
25	0.003107560446226	0.002750536512227	27	0.002401480228	28	0.002145299229	29	0.001918198330	0.001703645935331	31	0.001562694332	32	0.001405223333	33	0.001271818534	34	0.00115818353535	0.001081338056
36	0.0009842984437	37	0.0009003546649
38	0.000830959483939	0.0007640917682
40	0.0007109755369
41	0.0006578339817
42	0.0006106767563
43	0.000571604313444	0.0005383666749445	0.0005057210553446	0.0004740201534447	0.0004469858182448	0.0004220796289449	0.0003973509738550	0.0003768587551551	0.0003586691594552	0.0003399916168553	0.0003217213398554	0.0003081961883
55	0.0002926971698556	0.0002810914467
57	0.0002698676863
58	0.000257773902
59	0.000248340177
60	0.000239485258
61	0.0002303322161
62	0.0002211880129
63	0.0002134594595
64	0.0002057232109665	0.00019911799
666	0.0001908871846767	0.00019088718468	0.0001794839902
69	0.0001731986423
70	0.0001678322581
71	0.0001627094078
72	0.0001569119042
73	0.0001568969396
74	0.0001568969396
75	0.0001569131429
76	0.0001569084383
77	0.0001568994693
78	0.0001569282031
79	0.0001569282031
80	0.000156912014
81	0.0001569054168
82	0.0001569059342
83	0.0001569056279
84	0.0001569005994
85	0.0001568913384
86	0.0001568941619
87	0.0001568973525
88	0.0001568968173
89	0.0001568873736
90	0.0001569011944
91	0.0001568776831
92	0.0001568776831
93	0.0001568805842
94	0.0001568792386
95	0.0001568792386
96	0.0001568727364
97	0.0001568727364
98	0.0001568727364
99	0.0001568736833
100	0.0001568740167
101	0.0001568740167
102	0.000150486611
103	0.000150486611
104	0.000150466339
105	0.0001504943247
106	0.0001504660898
107	0.0001504725458
108	0.0001504812745
109	0.0001504622175
110	0.0001504630385
111	0.0001504546972
112	0.0001504546972
113	0.0001504428613
114	0.0001504428613
115	0.000150439755
116	0.000150439755
117	0.000150434565
118	0.0001504264859
119	0.0001504284674
120	0.0001504319155
121	0.0001504319155
122	0.0001504244889
123	0.0001504244889
124	0.0001504241804
125	0.0001504241804
126	0.000150424998
127	0.000150424362
128	0.0001504108728
129	0.0001504108728
130	0.0001504108728
131	0.0001504187193
132	0.0001504265493
133	0.0001504257894
134	0.0001504104878
135	0.0001504104878
136	0.0001504104878
137	0.0001440227602
138	0.0001440227602
139	0.0001440227602
140	0.000144022326
141	0.000144018128
142	0.0001440191496
143	0.0001440191496
144	0.0001440191496
145	0.0001440191496
146	0.0001440159068
147	0.0001440058509
148	0.0001440058509
149	0.0001440058509
150	0.0001440058509
151	0.0001440058509
152	0.000144024654
153	0.0001440095363
154	0.0001440018926
155	0.0001440091993
156	0.0001440300278
157	0.0001439988574
158	0.0001439889794
159	0.0001439956787
160	0.0001439767533
161	0.0001389982348
162	0.0001390268802
163	0.0001390268802
164	0.0001389927019
165	0.0001390171233
166	0.0001389828382
167	0.0001389855838
168	0.0001390046907
169	0.0001389742749
170	0.0001389623799
171	0.0001389596378
172	0.0001389364635
173	0.0001389528235
174	0.000138941021
175	0.0001389432837
176	0.0001389432837
177	0.000138940487
178	0.000138940487
179	0.0001389443373
180	0.0001389443373
181	0.000138951421
182	0.0001389334152
183	0.0001389402283
184	0.0001389389386
185	0.000138947401
186	0.000138947401
187	0.000138947401
188	0.0001389162721
189	0.0001389196502
190	0.0001389295466
191	0.0001389230052
192	0.0001389326665
193	0.000138930119
194	0.000138914217
195	0.000138914217
196	0.0001389103264
197	0.000138901864
198	0.0001389007617
199	0.0001389007617
200	0.000138906393
201	0.0001389065532
202	0.0001389018794
203	0.0001389024537
204	0.0001389024537
205	0.0001389024537
206	0.0001388936116
207	0.000138892609
208	0.0001388979994
209	0.0001388979994
210	0.0001388994636
211	0.0001388983067
212	0.0001388869776
213	0.0001388577223
214	0.0001388577223
215	0.0001388714458
216	0.0001388593176
217	0.0001388533493
218	0.0001388526373
219	0.0001388613454
220	0.0001388525863
221	0.0001388566561
222	0.0001388440622
223	0.0001388440622
224	0.0001388498229
225	0.0001388498229
226	0.0001388560724
227	0.0001388560724
228	0.0001388350386
229	0.0001388408028
230	0.0001388222477
231	0.0001388398524
232	0.0001388391772
233	0.0001388422539
234	0.0001388221492
235	0.0001388265904
236	0.0001388256803
237	0.0001388228635
238	0.0001388228635
239	0.0001388183926
240	0.0001388270449
241	0.0001388270449
242	0.0001388331603
243	0.0001388331603
244	0.0001388371269
245	0.0001388222773
246	0.0001388058651
247	0.0001388058651
248	0.0001388238151
249	0.0001388238151
250	0.0001388238151
251	0.0001388238151
252	0.0001388238151
253	0.0001388079914
254	0.0001388046703
255	0.0001388046703
256	0.0001388046703
257	0.0001388056148
258	0.0001387921238
259	0.0001387921238
260	0.0001387921238
261	0.0001387921238
262	0.000138795248
263	0.0001387911283
264	0.0001387911283
265	0.0001388119699
266	0.0001387889344
267	0.0001387889344
